Sinai	O
kembali	O
ketangan	O
Mesir	PLACE
,	O
keberhasilan	O
Anwar	PERSON
Sadat	PERSON
menaikan	O
moral	O
rakyat	O
Mesir	PLACE
dan	O
Dunia	O
Arab	O
serta	O
mengadakan	O
untuk	O
perjanjian	O
damai	O
beberapa	O
tahun	O
berikutnya	O
.	O

Gunung	PLACE
Agung	PLACE
adalah	O
titik	O
tertinggi	O
di	O
Bali	PLACE
setinggi	O
3.148	O
m.	O

Gunung	O
berapi	O
ini	O
terakhir	O
meletus	O
pada	O
Maret	O
1963	O
.	O

Berdasarkan	O
relief	O
dan	O
topografi	O
,	O
di	O
tengah-tengah	O
Pulau	O
Bali	PLACE
terbentang	O
pegunungan	O
yang	O
memanjang	O
dari	O
barat	O
ke	O
timur	O
dan	O
di	O
antara	O
pegunungan	O
tersebut	O
terdapat	O
gugusan	O
gunung	O
berapi	O
yaitu	O
Gunung	PLACE
Batur	PLACE
dan	O
Gunung	PLACE
Agung	PLACE
serta	O
gunung	O
yang	O
tidak	O
berapi	O
,	O
yaitu	O
Gunung	PLACE
Merbuk	PLACE
,	O
Gunung	O
Patas	PLACE
dan	O
Gunung	PLACE
Seraya	PLACE
.	O

Adanya	O
pegunungan	O
tersebut	O
menyebabkan	O
Daerah	O
Bali	PLACE
secara	O
Geografis	O
terbagi	O
menjadi	O
2	O
-LRB-	O
dua	O
-RRB-	O
bagian	O
yang	O
tidak	O
sama	O
yaitu	O
Bali	PLACE
Utara	O
dengan	O
dataran	O
rendah	O
yang	O
sempit	O
dan	O
kurang	O
landai	O
dan	O
Bali	PLACE
Selatan	PLACE
dengan	O
dataran	O
rendah	O
yang	O
luas	O
dan	O
landai	O
.	O

Provinsi	PLACE
Bali	PLACE
memiliki	O
4	O
-LRB-	O
empat	O
-RRB-	O
buah	O
danau	PLACE
yang	O
berlokasi	O
di	O
daerah	O
pegunungan	O
,	O
yaitu	O
Danau	O
Beratan	PLACE
atau	O
Bedugul	PLACE
,	O
Buyan	O
,	O
Tamblingan	O
,	O
dan	O
Batur	PLACE
.	O

Sedangkan	O
Kuta	PLACE
,	O
Seminyak	PLACE
,	O
Jimbaran	PLACE
dan	O
Nusa	PLACE
Dua	PLACE
adalah	O
beberapa	O
tempat	O
yang	O
menjadi	O
tujuan	O
utama	O
pariwisata	O
,	O
baik	O
wisata	O
pantai	O
maupun	O
tempat	O
peristirahatan	O
,	O
spa	O
,	O
dan	O
lain-lain	O
,	O
terletak	O
di	O
Kabupaten	PLACE
Badung	PLACE
.	O

Ia	O
merupakan	O
anak	O
satu-satunya	O
dari	O
pasangan	O
Toeloes	PERSON
dan	O
Saleha	PERSON
,	O
keduanya	O
berasal	O
dari	O
kabupaten	PLACE
Lima	PLACE
Puluh	PLACE
Kota	PLACE
,	O
Sumatera	PLACE
Barat	PLACE
.	O

Chairil	PERSON
Anwar	PERSON
mulai	O
mengenyam	O
pendidikan	O
di	O
``	O
Hollandsch-Inlandsche	ORGANISATION
School	ORGANISATION
''	O
-LRB-	O
HIS	O
-RRB-	O
,	O
sekolah	O
dasar	O
untuk	O
orang-orang	O
pribumi	O
pada	O
masa	O
penjajahan	O
Belanda	PLACE
.	O

Ia	O
juga	O
mengisi	O
jam-jamnya	O
dengan	O
membaca	O
karya-karya	O
pengarang	O
internasional	O
ternama	O
,	O
seperti	O
:	O
Rainer	PERSON
Maria	PERSON
Rilke	PERSON
,	O
W.H.	O

Pada	O
awal	O
1954	O
,	O
Gamal	PERSON
Abdul	PERSON
Nasser	PERSON
menangkap	O
dan	O
menahan	O
presiden	O
Mesir	PLACE
ketika	O
itu	O
,	O
jendral	PERSON
Muhammad	PERSON
Naguib	PERSON
,	O
dan	O
pada	O
25	O
Februari	O
1954	O
Gamal	PERSON
Abdul	PERSON
Nasser	PERSON
menjadi	O
Kepala	O
Negara	O
Mesir	PLACE
.	O

Dua	O
tahun	O
kemudian	O
,	O
Gamal	PERSON
Abdul	PERSON
Nasser	PERSON
menjadi	O
calon	O
tunggal	O
dalam	O
pemilu	O
presiden	O
dan	O
dilantik	O
menjadi	O
presiden	O
Mesir	PLACE
kedua	O
.	O

Pada	O
masa	O
pemerintahannya	O
,	O
Gamal	PERSON
Abdul	PERSON
Nasser	PERSON
membangkitkan	O
Nasionalisme	O
Arab	O
dan	O
Pan	O
Arabisme	O
,	O
menasionalisasi	O
terusan	PLACE
Suez	PLACE
yang	O
mengakibatkan	O
krisis	O
Suez	O
yang	O
membuat	O
Mesir	PLACE
berhadapan	O
dengan	O
Perancis	PLACE
,	O
Inggris	PLACE
dan	O
Israel	PLACE
yang	O
memilii	O
kepentingan	O
terhadap	O
terusan	O
itu	O
.	O

Krisis	O
ini	O
berakhir	O
dengan	O
keputusan	O
dunia	O
Internasional	O
yang	O
menguntungkan	O
Mesir	PLACE
serta	O
terusan	PLACE
Suez	PLACE
resmi	O
berada	O
dalam	O
kedaulatan	O
Mesir	PLACE
.	O

Kemudian	O
mengadakan	O
proyek	O
infrastruktur	O
besar-besaran	O
diantaranya	O
adalah	O
proyek	O
Bendungan	PLACE
Aswan	O
dengan	O
bantuan	O
pemerintah	O
Uni	PLACE
Soviet	PLACE
.	O

Pendiri	O
dan	O
mantan	O
Pemimpin	O
Redaksi	O
Majalah	O
Berita	O
``	O
Tempo	O
''	O
,	O
ini	O
pada	O
masa	O
mudanya	O
lebih	O
dikenal	O
sebagai	O
seorang	O
penyair	O
.	O

Goenawan	PERSON
yang	O
biasanya	O
dipanggil	O
Goen	O
,	O
belajar	O
psikologi	O
di	O
Universitas	ORGANISATION
Indonesia	ORGANISATION
,	O
ilmu	O
politik	O
di	O
Belgia	PLACE
,	O
dan	O
menjadi	O
Nieman	ORGANISATION
Fellow	ORGANISATION
di	O
Harvard	ORGANISATION
University	ORGANISATION
,	O
Amerika	PLACE
Serikat	PLACE
.	O

Karier	O
GM	O
--	O
panggilan	O
singkatnya	O
--	O
dimulai	O
dari	O
redaktur	O
``	O
Harian	PLACE
''	O
``	O
KAMI	O
''	O
-LRB-	O
1969-1970	O
-RRB-	O
,	O
redaktur	O
``	O
Majalah	O
''	O
``	O
Horison	O
''	O
-LRB-	O
1969-1974	O
-RRB-	O
,	O
pemimpin	O
redaksi	O
``	O
Majalah	O
Ekspres	O
''	O
-LRB-	O
1970-1971	O
-RRB-	O
,	O
pemimpin	O
redaksi	O
``	O
Majalah	ORGANISATION
Swasembada	ORGANISATION
''	O
-LRB-	O
1985	O
-RRB-	O
.	O

Dan	O
sejak	O
1971	O
,	O
Goenawan	PERSON
bersama	O
rekan-rekannya	O
mendirikan	O
majalah	O
``	O
Mingguan	O
Tempo	O
''	O
,	O
sebuah	O
majalah	O
yang	O
mengusung	O
karakter	O
jurnalisme	O
majalah	O
``	O
Time	O
''	O
.	O

Goenawan	PERSON
Mohammad	O
awalnya	O
berharap	O
bisa	O
membangkitkan	O
``	O
Tempo	O
''	O
lagi	O
lewat	O
PWI	O
-LRB-	O
Persatuan	ORGANISATION
Wartawan	ORGANISATION
Indonesia	ORGANISATION
-RRB-	O
,	O
di	O
mana	O
ia	O
menjadi	O
salah	O
satu	O
anggota	O
.	O

Setelah	O
PWI	O
yang	O
terkooptasi	O
rezim	O
Soeharto	PERSON
ternyata	O
tak	O
bisa	O
diandalkan	O
,	O
Goenawan	PERSON
kemudian	O
mendukung	O
inisiatif	O
para	O
jurnalis	O
muda	O
idealis	O
yang	O
mendirikan	O
Aliansi	O
Jurnalis	O
Independen	ORGANISATION
-LRB-	O
AJI	O
-RRB-	O
,	O
asosiasi	O
jurnalis	O
independen	O
pertama	O
di	O
Indonesia	PLACE
.	O

Ia	O
juga	O
turut	O
mendirikan	O
Institusi	O
Studi	O
Arus	O
Informasi	O
-LRB-	O
ISAI	O
-RRB-	O
yang	O
bekerja	O
mendokumentasikan	O
kekerasan	O
terhadap	O
dunia	O
pers	O
Indonesia	PLACE
.	O

Masa	O
mudanya	O
dihabiskan	O
di	O
Surakarta	PLACE
-LRB-	O
lulus	O
SMP	ORGANISATION
Negeri	O
2	O
Surakarta	PLACE
tahun	O
1955	O
dan	O
SMA	O
Negeri	O
2	O
Surakarta	PLACE
tahun	O
1958	O
-RRB-	O
.	O

Kesukaannya	O
menulis	O
ini	O
berkembang	O
saat	O
ia	O
menempuh	O
kuliah	O
di	O
bidang	O
Bahasa	O
Inggris	PLACE
di	O
Universitas	ORGANISATION
Gadjah	ORGANISATION
Mada	ORGANISATION
,	O
Yogyakarta	PLACE
.	O

