Nasser	PERSON
menjadi	O
Kepala	O
Negara	O
Mesir	PLACE
.	O

Krisis	O
ini	O
berakhir	O
dengan	O
keputusan	O
dunia	O
Internasional	O
yang	O
menguntungkan	O
Mesir	PLACE
serta	O
terusan	PLACE
Suez	PLACE
resmi	O
berada	O
dalam	O
kedaulatan	O
Mesir	PLACE
.	O

Kesukaannya	O
menulis	O
ini	O
berkembang	O
saat	O
ia	O
menempuh	O
kuliah	O
di	O
bidang	O
Bahasa	O
Inggris	PLACE
di	O
Universitas	ORGANISATION
Gadjah	ORGANISATION
Mada	ORGANISATION
,	O
Yogyakarta	PLACE
.	O

Musikalisasi	O
puisi	O
karya	O
SDD	O
dimulai	O
pada	O
tahun	O
1987	O
ketika	O
beberapa	O
mahasiswanya	O
membantu	O
program	O
Pusat	O
Bahasa	O
,	O
membuat	O
musikalisasi	O
puisi	O
karya	O
beberapa	O
penyair	O
Indonesia	PLACE
,	O
dalam	O
upaya	O
mengapresiasikan	O
sastra	O
kepada	O
siswa	O
SLTA	O
.	O

Britania	PLACE
Raya	PLACE
adalah	O
sebuah	O
negara	O
kepulauan	O
yang	O
terdiri	O
dari	O
Pulau	O
Britania	PLACE
Raya	PLACE
,	O
bagian	O
timur	O
laut	O
Pulau	O
Irlandia	PLACE
dan	O
sejumlah	O
pulau-pulau	O
yang	O
lebih	O
kecil	O
.	O

Baik	O
orang	O
Israel	PLACE
maupun	O
Palestina	PLACE
mengklaim	O
Yerusalem	PLACE
sebagai	O
ibu	O
kota	O
mereka	O
,	O
sebab	O
Israel	PLACE
mempertahankan	O
lembaga-lembaga	O
pemerintahan	O
utamanya	O
di	O
sana	O
dan	O
Negara	PLACE
Palestina	PLACE
pada	O
dasarnya	O
memandang	O
kota	O
ini	O
sebagai	O
pusat	O
kekuasaannya	O
;	O
bagaimanapun	O
kedua	O
klaim	O
tersebut	O
tidak	O
ada	O
satupun	O
yang	O
mendapat	O
pengakuan	O
luas	O
secara	O
internasional	O
.	O

Jawa	PLACE
Timur	PLACE
memiliki	O
wilayah	O
terluas	O
di	O
antara	O
6	O
provinsi	O
di	O
Pulau	PLACE
Jawa	PLACE
,	O
dan	O
memiliki	O
jumlah	O
penduduk	O
terbanyak	O
kedua	O
di	O
Indonesia	PLACE
setelah	O
Jawa	PLACE
Barat	PLACE
.	O

,	O
dan	O
sebagai	O
suksesornya	O
adalah	O
Kerajaan	PLACE
Kahuripan	PLACE
,	O
Kerajaan	PLACE
Janggala	PLACE
,	O
dan	O
Kerajaan	PLACE
Kadiri	PLACE
.	O

Pada	O
era	O
Kerajaan	PLACE
Majapahit	PLACE
di	O
bawah	O
Raja	PERSON
Hayam	PERSON
Wuruk	PERSON
,	O
wilayahnya	O
hingga	O
mencapai	O
Malaka	O
,	O
dan	O
Kepulauan	PLACE
Filipina	PLACE
.	O

Penyebutan	O
nomenklatur	O
Daerah	PLACE
Istimewa	PLACE
Yogyakarta	PLACE
yang	O
terlalu	O
panjang	O
menimbulkan	O
penyingkatan	O
nomenklatur	O
menjadi	O
DI	PLACE
Yogyakarta	PLACE
atau	O
DIY	PLACE
.	O

Daerah	PLACE
Istimewa	PLACE
Yogyakarta	PLACE
sering	O
dihubungkan	O
dengan	O
Kota	PLACE
Yogyakarta	PLACE
sehingga	O
secara	O
kurang	O
tepat	O
sering	O
disebut	O
dengan	O
Jogja	PLACE
,	O
Yogya	PLACE
,	O
Yogyakarta	PLACE
,	O
Jogjakarta	PLACE
.	O

Kontrak	O
politik	O
yang	O
terakhir	O
Kasultanan	O
tercantum	O
dalam	O
``	O
Staatsblaad	O
''	O
1941	O
Nomor	O
47	O
,	O
sedangkan	O
kontrak	O
politik	O
Pakualaman	PLACE
dalam	O
``	O
Staatsblaad	O
''	O
1941	O
Nomor	O
577	O
.	O

Pada	O
tahun	O
1947	O
,	O
ia	O
menikah	O
dengan	O
Pangeran	PERSON
Philip	PERSON
,	O
Adipati	PERSON
Edinburgh	PERSON
,	O
dan	O
kemudian	O
dikaruniai	O
empat	O
orang	O
anak	O
,	O
yaitu	O
Charles	PERSON
,	O
Anne	PERSON
,	O
Andrew	PERSON
,	O
dan	O
Edward	PERSON
.	O

Ia	O
juga	O
dikenal	O
sebagai	O
Bapak	O
Pramuka	O
Indonesia	PLACE
,	O
dan	O
pernah	O
menjabat	O
sebagai	O
Ketua	O
Kwartir	O
Nasional	O
Gerakan	O
Pramuka	O
.	O

Selain	O
itu	O
,	O
dia	O
juga	O
mendorong	O
agar	O
pemerintah	O
RI	O
memberi	O
status	O
khusus	O
bagi	O
Yogyakarta	PLACE
dengan	O
predikat	O
``	O
Istimewa	O
''	O
.	O

Sultan	PERSON
bersama	O
Paku	PERSON
Alam	PERSON
IX	PERSON
adalah	O
penguasa	O
lokal	O
pertama	O
yang	O
menggabungkan	O
diri	O
ke	O
Republik	PLACE
Indonesia	PLACE
.	O

Ia	O
melanjutkan	O
di	O
Sekolah	O
Agama	O
Madrasah	ORGANISATION
Sumatera	ORGANISATION
Thawalib	ORGANISATION
Parabek	ORGANISATION
di	O
Bukittinggi	PLACE
,	O
namun	O
hanya	O
satu	O
setengah	O
tahun	O
saja	O
karena	O
kemudian	O
pulang	O
kampung	O
dan	O
membantu	O
orang	O
tua	O
berdagang	O
.	O

Di	O
sebelah	O
utara	O
Jakarta	PLACE
Pusat	PLACE
berbatasan	O
dengan	O
Jakarta	PLACE
Utara	PLACE
,	O
di	O
sebelah	O
timur	O
dengan	O
Jakarta	PLACE
Timur	PLACE
,	O
di	O
sebelah	O
selatan	O
dengan	O
Jakarta	PLACE
Selatan	PLACE
dan	O
di	O
sebelah	O
barat	O
dengan	O
Jakarta	PLACE
Barat	PLACE
.	O

Secara	O
administratif	O
,	O
wilayahnya	O
terdiri	O
atas	O
10	O
kecamatan	O
,	O
65	O
kelurahan	O
,	O
673	O
rukun	O
warga	O
dan	O
7.513	O
rukun	O
tetangga	O
dan	O
dihuni	O
tidak	O
kurang	O
dari	O
1.959.022	O
jiwa	O
,	O
di	O
mana	O
1.044.857	O
jiwa	O
laki-laki	O
dan	O
914.175	O
jiwa	O
perempuan	O
atau	O
sebanding	O
dengan	O
10	O
%	O
dari	O
jumlah	O
penduduk	O
DKI	PLACE
Jakarta	PLACE
.	O

Dataran	O
tinggi	O
terdapat	O
di	O
bagian	O
utara	O
-LRB-	O
misalnya	O
,	O
pegunungan	O
Danau	O
District	O
,	O
Pennines	O
,	O
serta	O
Yorkshire	O
Dales	O
-RRB-	O
dan	O
di	O
barat	O
daya	O
-LRB-	O
misalnya	O
Dartmoor	O
dan	O
Cotswolds	O
-RRB-	O
.	O

Den	PLACE
Haag	PLACE
sudah	O
ada	O
sejak	O
tahun	O
1230	O
,	O
ketika	O
sang	O
bangsawan	O
graaf	PERSON
Floris	PERSON
IV	PERSON
dari	O
Holland	PLACE
membangun	O
sebuah	O
kastil	O
sederhana	O
pada	O
tanah	O
Vrouwe	PLACE
Meilindis	PLACE
van	PLACE
Wassenaer	PLACE
.	O

Pada	O
tahun	O
1248	O
``	O
graaf	O
''	O
Willem	PERSON
II	PERSON
,	O
yang	O
kemudian	O
akan	O
menjadi	O
Kaisar	O
Romawi	O
Suci	O
,	O
membangun	O
sebuah	O
kastil	O
yang	O
lebih	O
baik	O
pada	O
sebuah	O
empang	O
yang	O
sekarang	O
menjadi	O
sebuah	O
kolam	O
bernama	O
``	O
Hofvijver	O
''	O
.	O

Kerajaan	PLACE
Skotlandia	PLACE
menjadi	O
negara	O
berdaulat	O
yang	O
merdeka	O
pada	O
Abad	O
Pertengahan	O
Awal	O
dan	O
masih	O
berdiri	O
hingga	O
tahun	O
1707	O
.	O

Ketika	O
mendapatkan	O
kemerdekaannya	O
,	O
Belgia	PLACE
berpartisipasi	O
aktif	O
dalam	O
Revolusi	O
Industri	O
,	O
membuatnya	O
kuat	O
dan	O
membutuhkan	O
banyak	O
material	O
;	O
aspek	O
terakhir	O
adalah	O
faktor	O
yang	O
ditimbulkan	O
sejak	O
zaman	O
Kerajaan	PLACE
Belgia	PLACE
Kolonial	O
.	O

H.	PERSON
Soekarno	PERSON
-LRB-	O
ER	O
,	O
EYD	O
:	O
Sukarno	PERSON
,	O
nama	O
lahir	O
:	O
Koesno	PERSON
Sosrodihardjo	PERSON
-RRB-	O
-LRB-	O
-RRB-	O
adalah	O
Presiden	O
Indonesia	PLACE
pertama	O
yang	O
menjabat	O
pada	O
periode	O
1945	O
--	O
1966	O
.	O

Soekarno	PERSON
menandatangani	O
Surat	O
Perintah	O
11	O
Maret	O
1966	O
Supersemar	O
yang	O
kontroversial	O
,	O
yang	O
isinya	O
--	O
berdasarkan	O
versi	O
yang	O
dikeluarkan	O
Markas	O
Besar	O
Angkatan	PLACE
Darat	O
--	O
menugaskan	O
Letnan	O
Jenderal	O
Soeharto	PERSON
untuk	O
mengamankan	O
dan	O
menjaga	O
keamanan	O
negara	O
dan	O
institusi	O
kepresidenan	O
.	O

Supersemar	O
menjadi	O
dasar	O
Letnan	O
Jenderal	PERSON
Soeharto	PERSON
untuk	O
membubarkan	O
Partai	ORGANISATION
Komunis	ORGANISATION
Indonesia	ORGANISATION
-LRB-	O
PKI	ORGANISATION
-RRB-	O
dan	O
mengganti	O
anggota-anggotanya	O
yang	O
duduk	O
di	O
parlemen	O
.	O

Pada	O
bulan	O
Maret	O
2011	O
,	O
London	PLACE
tercatat	O
berpenduduk	O
sebanyak	O
8.174.100	O
jiwa	O
,	O
atau	O
sekitar	O
12,5	O
%	O
dari	O
populasi	O
Britania	PLACE
Raya	PLACE
secara	O
keseluruhan	O
.	O

Setelah	O
digulingkannya	O
rezim	O
Saddam	PERSON
Hussein	PERSON
,	O
Bush	PERSON
bertekad	O
memimpin	O
AS	O
untuk	O
menegakkan	O
demokrasi	O
di	O
Timur	O
tengah	O
,	O
yang	O
dimulai	O
dengan	O
Afganistan	PLACE
dan	O
Irak	PLACE
.	O

Sidang	O
Istimewa	O
MPR	ORGANISATION
ini	O
diadakan	O
dalam	O
menanggapi	O
langkah	O
Presiden	O
Abdurrahman	PERSON
Wahid	PERSON
-LRB-	O
Gus	O
Dur	O
-RRB-	O
yang	O
membekukan	O
lembaga	O
MPR/DPR	O
dan	O
Partai	O
Golkar	ORGANISATION
.	O

Thimphu	PLACE
,	O
sebagai	O
pusat	O
politik	O
dan	O
ekonomi	O
Bhutan	PLACE
,	O
menopangkan	O
pendapatannya	O
dari	O
pertanian	O
dan	O
peternakan	O
,	O
yang	O
berkontribusi	O
terhadap	O
45	O
%	O
GNP	O
negara	O
ini	O
.	O

Pada	O
tahun	O
1514	O
,	O
terdapat	O
sebuah	O
ekspedisi	O
militer	O
Portugis	O
yang	O
menelusuri	O
Sungai	O
Siak	O
,	O
dengan	O
tujuan	O
mencari	O
lokasi	O
sebuah	O
kerajaan	O
yang	O
diyakini	O
mereka	O
ada	O
pada	O
kawasan	O
tersebut	O
,	O
dan	O
sekaligus	O
mengejar	O
pengikut	O
Sultan	PERSON
Mahmud	PERSON
Syah	O
yang	O
melarikan	O
diri	O
setelah	O
kejatuhan	O
Kesultanan	O
Malaka	O
.	O

Setelah	O
bebas	O
tahun	O
1924	O
,	O
Hitler	PERSON
mendapat	O
dukungan	O
rakyat	O
dengan	O
mengecam	O
Perjanjian	O
Versailles	PERSON
dan	O
menjunjung	O
Pan-Jermanisme	O
,	O
antisemitisme	O
,	O
dan	O
anti-komunisme	O
melalui	O
pidatonya	O
yang	O
karismatik	O
dan	O
propaganda	O
Nazi	O
.	O

Di	O
bawah	O
pemerintahan	O
Hitler	PERSON
,	O
pada	O
tahun	O
1941	O
pasukan	O
Jerman	PLACE
dan	O
sekutu	O
Eropanya	O
menduduki	O
sebagian	O
besar	O
Eropa	PLACE
dan	O
Afrika	PLACE
Utara	O
.	O

Kabupaten	PLACE
Aceh	PLACE
Besar	PLACE
juga	O
merupakan	O
tempat	O
kelahiran	O
pahlawan	O
nasional	O
Cut	PERSON
Nyak	PERSON
Dhien	PERSON
yang	O
berasal	O
dari	O
Lampadang	O
.	O

Akhirnya	O
dengan	O
perjuangan	O
yang	O
panjang	O
Kabupaten	PLACE
Aceh	PLACE
besar	PLACE
disahkan	O
menjadi	O
daerah	O
otonom	O
melalui	O
Undang-Undang	O
Nomor	O
7	O
Tahun	O
1956	O
dengan	O
ibu	O
kotanya	O
pada	O
waktu	O
itu	O
adalah	O
Banda	PLACE
Aceh	PLACE
dan	O
juga	O
merupakan	O
wilayah	O
hukum	O
Kotamadya	PLACE
Banda	PLACE
Aceh	PLACE
.	O

Dalam	O
bidang	O
Pertambangan	O
,	O
Aceh	PLACE
Tenggara	PLACE
memiliki	O
deposit	O
bahan	O
galian	O
golongan-C	O
yang	O
sangat	O
beragam	O
dan	O
potensial	O
dalam	O
jumlah	O
cadangannya	O
.	O

Kawasan	O
ini	O
juga	O
termasuk	O
basis	O
Gerakan	O
Aceh	O
Merdeka	O
sebelum	O
diberlakukannya	O
Darurat	O
Militer	O
sejak	O
Mei	O
2003	O
.	O

Kota	PLACE
Banda	PLACE
Aceh	PLACE
adalah	O
salah	O
satu	O
kota	O
yang	O
berada	O
di	O
Aceh	O
dan	O
menjadi	O
ibukota	O
Provinsi	O
Aceh	O
,	O
Indonesia	PLACE
.	O

Kabupaten	PLACE
Labuhanbatu	PLACE
terletak	O
pada	O
koordinat	O
10	O
260	O
--	O
20	O
110	O
Lintang	O
Utara	O
dan	O
910	O
010	O
--	O
950	O
530	O
Bujur	O
timur	O
.	O

Pemerintahan	O
Luhak	O
dipimpin	O
seorang	O
Pangeran	O
,	O
Pemerintahan	O
Kejuruan	O
dipimpin	O
seorang	O
Datuk	O
,	O
Pemerintahan	O
Distrik	O
dipimpin	O
seorang	O
kepala	O
Distrik	O
,	O
dan	O
untuk	O
jabatan	O
kepala	O
kejuruan/Datuk	O
harus	O
dipegang	O
oleh	O
penduduk	O
asli	O
yang	O
pernah	O
menjadi	O
raja	O
di	O
daerahnya	O
.	O

Dengan	O
luas	O
wilayah	O
Kota	PLACE
Sibolga	PLACE
sekitar	O
10,77	O
km	O
²	O
serta	O
didiami	O
oleh	O
84.481	O
orang	O
,	O
maka	O
rata-rata	O
tingkat	O
kepadatan	O
penduduk	O
Kota	PLACE
Sibolga	PLACE
adalah	O
sebanyak	O
7.844	O
orang	O
per	O
km	O
²	O
.	O

Daerah	O
sekitar	O
Sungai	O
Padang	O
dan	O
Bahilang	PLACE
merupakan	O
wilayah	O
potensi	O
banjir	O
,	O
yaitu	O
Kelurahan	O
Bandar	PLACE
Utama	PLACE
,	O
Persiakan	PLACE
,	O
Bandar	PLACE
Sono	PLACE
,	O
Mandailing	PLACE
,	O
Bagelan	O
,	O
Rambung	O
,	O
Tambangan	PLACE
,	O
Brohal	O
dan	O
Rantau	PLACE
Laban	PLACE
.	O

Kemudian	O
pada	O
tahun	O
1979	O
,	O
berdasarkan	O
Peraturan	O
Pemerintah	O
Nomor	O
12	O
Tahun	O
1979	O
,	O
ibu	O
kota	O
kabupaten	O
yang	O
terkenal	O
kaya	O
akan	O
hasil	O
tambang	O
ini	O
pindah	O
dari	O
Kenali	O
Asam	O
ke	O
Muara	PLACE
Bulian	PLACE
,	O
64	O
km	O
dari	O
Kota	PLACE
Jambi	PLACE
sampai	O
saat	O
ini	O
.	O

Kota	O
ini	O
merupakan	O
tempat	O
kelahiran	O
beberapa	O
tokoh	O
pendiri	O
Republik	O
Indonesia	PLACE
,	O
di	O
antaranya	O
adalah	O
Mohammad	PERSON
Hatta	PERSON
dan	O
Assaat	PERSON
yang	O
masing-masing	O
merupakan	O
proklamator	O
dan	O
pejabat	O
presiden	O
Republik	O
Indonesia	PLACE
.	O

Menurut	O
sebagian	O
sejarawan	O
,	O
Minanga	PLACE
Tamwan	O
berada	O
di	O
hulu	O
sungai	O
Kampar	PLACE
,	O
di	O
sebelah	O
timur	O
kabupaten	O
Lima	PLACE
Puluh	PLACE
Kota	PLACE
.	O

Kota	PLACE
Padang	PLACE
adalah	O
kota	O
terbesar	O
di	O
pantai	O
barat	O
Pulau	O
Sumatera	O
sekaligus	O
ibu	O
kota	O
dari	O
provinsi	O
Sumatera	PLACE
Barat	PLACE
,	O
Indonesia	PLACE
.	O

Sejarah	O
Kota	PLACE
Padang	PLACE
tidak	O
terlepas	O
dari	O
peranannya	O
sebagai	O
kawasan	O
rantau	O
Minangkabau	O
,	O
yang	O
berawal	O
dari	O
perkampungan	O
nelayan	O
di	O
muara	O
Batang	PLACE
Arau	PLACE
lalu	O
berkembang	O
menjadi	O
bandar	O
pelabuhan	O
yang	O
ramai	O
setelah	O
masuknya	O
Belanda	PLACE
di	O
bawah	O
bendera	O
Vereenigde	ORGANISATION
Oostindische	ORGANISATION
Compagnie	ORGANISATION
-LRB-	O
VOC	O
-RRB-	O
.	O

Kecamatan	O
Payakumbuh	PLACE
Timur	PLACE
terdiri	O
dari	O
14	O
kelurahan	O
dalam	O
3	O
kanagarian	O
,	O
yaitu	O
Aie	O
Tabik	O
,	O
Payobasuang	O
dan	O
Tiakar	O
.	O

Sebelum	O
abad	O
16	O
,	O
wilayah	O
Pesisir	PLACE
Selatan	PLACE
merupakan	O
daerah	O
sepanjang	O
pesisir	O
pantai	O
Sumatera	PLACE
Barat	PLACE
yang	O
terdiri	O
dari	O
rawa-rawa	O
dataran	O
rendah	O
dan	O
bebukitan	O
yang	O
sudah	O
berpenghuni	O
.	O

Dan	O
sebagian	O
dari	O
mereka	O
adalah	O
orang-orang	O
yang	O
dikenal	O
sebagai	O
Orang	O
Rupit	PLACE
pelarian	O
dari	O
daerah	O
Sungai	PLACE
Pagu	PLACE
Muara	O
Labuh	O
dan	O
sekitarnya	O
yang	O
kemudian	O
menyeberang	O
ke	O
Pulau	O
Pagai	O
.	O

Pada	O
tahun	O
1970	O
,	O
ibukota	O
Kabupaten	PLACE
Solok	PLACE
berkembang	O
dan	O
ditetapkan	O
menjadi	O
sebuah	O
kotamadya	O
dengan	O
nama	O
Kota	PLACE
Solok	PLACE
.	O

Kabupaten	PLACE
Tanah	PLACE
Datar	PLACE
merupakan	O
salah	O
satu	O
kabupaten	O
yang	O
berada	O
dalam	O
Provinsi	O
Sumatera	PLACE
Barat	PLACE
,	O
Indonesia	PLACE
,	O
dengan	O
ibu	O
kota	O
Batusangkar	O
.	O

Kabupaten	PLACE
Lahat	PLACE
sebenarnya	O
hanya	O
terdiri	O
7	O
kecamatan	O
induk	O
yaitu	O
Lahat	O
,	O
Kikim	O
,	O
Kota	PLACE
Agung	PLACE
,	O
Jarai	PLACE
,	O
Tanjung	PLACE
Sakti	PLACE
,	O
Pulau	PLACE
Pinang	PLACE
,	O
dan	O
Merapi	PLACE
.	O

Letak	O
Palembang	PLACE
cukup	O
strategis	O
karena	O
dilalui	O
oleh	O
jalan	O
Lintas	O
Sumatera	O
yang	O
menghubungkan	O
antar	O
daerah	O
di	O
Pulau	O
Sumatera	O
.	O

Palembang	PLACE
sendiri	O
dapat	O
dicapai	O
melalui	O
penerbangan	O
dari	O
berbagai	O
kota	O
di	O
Indonesia	PLACE
seperti	O
Jakarta	PLACE
,	O
Bandung	O
,	O
Yogyakarta	PLACE
,	O
Surabaya	PLACE
,	O
Bandar	PLACE
Lampung	PLACE
,	O
Bengkulu	PLACE
,	O
Pangkal	PLACE
Pinang	PLACE
,	O
Tanjung	PLACE
Pandan	PLACE
-LRB-	O
via	O
Pangkal	PLACE
Pinang	PLACE
-RRB-	O
,	O
Jambi	PLACE
,	O
Lubuk	O
Linggau	O
,	O
Padang	O
,	O
Pekanbaru	PLACE
,	O
Batam	PLACE
,	O
Medan	O
,	O
dan	O
Denpasar-Bali	O
.	O

Kota	PLACE
Bandar	PLACE
Lampung	PLACE
memiliki	O
luas	O
wilayah	O
daratan	O
169,21	O
km	O
²	O
yang	O
terbagi	O
ke	O
dalam	O
20	O
Kecamatan	PLACE
dan	O
126	O
Kelurahan	PLACE
dengan	O
populasi	O
penduduk	O
1.251.642	O
jiwa	O
-LRB-	O
berdasarkan	O
data	O
tahun	O
2014	O
-RRB-	O
,	O
kepadatan	O
penduduk	O
sekitar	O
8.316	O
jiwa/km	O
²	O
dan	O
diproyeksikan	O
pertumbuhan	O
penduduk	O
mencapai	O
2,4	O
juta	O
jiwa	O
pada	O
tahun	O
2030	O
.	O

Pemekaran	O
wilayah	O
pertama	O
terjadi	O
dengan	O
terbentuknya	O
Kabupaten	PLACE
Lampung	PLACE
Barat	PLACE
berdasarkan	O
UU	O
RI	O
Nomor	O
6	O
Tahun	O
1991	O
,	O
sehingga	O
Wilayah	O
Lampung	PLACE
Utara	PLACE
berkurang	O
6	O
kecamatan	O
yaitu	O
:	O
Sumber	PLACE
Jaya	PLACE
,	O
Balik	PLACE
Bukit	PLACE
,	O
Belalau	PLACE
,	O
Pesisir	PLACE
Tengah	PLACE
,	O
Pesisir	PLACE
Selatan	PLACE
dan	O
Pesisir	PLACE
Utara	PLACE
.	O

Pada	O
tanggal	O
10	O
Maret	O
2004	O
di	O
Pekon	O
Negara	PLACE
Batin	PLACE
dinobatkan	O
kepala	O
adat	O
Marga	O
Negara	PLACE
Batin	PLACE
dengan	O
gelar	O
Suntan	O
Batin	O
Kamarullah	PERSON
Pemuka	PLACE
Raja	O
Semaka	PLACE
V.	O

Pada	O
saat	O
terbentuknya/berdirinya	O
Kabupaten	PLACE
Tulang	PLACE
Bawang	PLACE
pada	O
tanggal	O
20	O
Maret	O
1997	O
wilayah	O
Kabupaten	PLACE
Tulang	PLACE
Bawang	PLACE
pada	O
saat	O
itu	O
memiliki	O
wilayah	O
terluas	O
,	O
22	O
%	O
dari	O
wilayah	O
Provinsi	O
Lampung	O
.	O

Pada	O
tahun	O
2008	O
Kabupaten	PLACE
Tulang	PLACE
Bawang	PLACE
ini	O
dimekarkan	O
menjadi	O
3	O
-LRB-	O
tiga	O
-RRB-	O
wilayah	O
daerah	O
otonom	O
baru	O
-LRB-	O
DOB	O
-RRB-	O
dengan	O
Undang-Undang	O
Nomor	O
:	O
49	O
Tahun	O
2008	O
Tentang	O
Pembentukan	O
Daerah	O
Otonomi	O
Kabupaten	PLACE
Mesuji	PLACE
dan	O
Undang-Undang	O
Nomor	O
:	O
50	O
Tahun	O
2008	O
Tentang	O
Pembentukan	O
Daerah	O
Otonom	O
Kabupaten	PLACE
Tulang	PLACE
Bawang	PLACE
Barat	PLACE
.	O

Setelah	O
wilayah	O
ini	O
dimekarkan	O
,	O
saat	O
ini	O
Kabupaten	PLACE
Tulang	PLACE
Bawang	PLACE
memiliki	O
luas	O
wilayah	O
±	O
4.361,83	O
Km2	O
,	O
yang	O
tersebar	O
dalam	O
15	O
wilayah	O
Pemerintahan	O
Kecamatan	PLACE
,	O
4	O
Kelurahan	PLACE
dan	O
148	O
Kampung	O
.	O

Kabupaten	PLACE
Way	PLACE
Kanan	PLACE
adalah	O
salah	O
satu	O
kabupaten	O
di	O
provinsi	O
Lampung	O
,	O
Indonesia	PLACE
yang	O
merupakan	O
salah	O
satu	O
pemekaran	O
dari	O
Lampung	PLACE
Utara	PLACE
,	O
Kabupaten	O
Waykanan	O
di	O
bentuk	O
berdasarkan	O
Undang-undang	O
No.	O

12	O
tahun	O
1999	O
tanggal	O
20	O
April	O
1999	O
tentang	O
Pembentukan	O
Kabupaten	O
Dati	O
II	O
Way	PLACE
Kanan	PLACE
,	O
Kabupaten	O
Dati	O
II	O
Lampung	PLACE
Timur	PLACE
dan	O
Kotamadya	O
Metro	O
.	O

Walaupun	O
terdapat	O
perubahan	O
nama	O
dan	O
penataan	O
kembali	O
wilayah	O
District	O
dan	O
Onderdistrict	O
tersebut	O
,	O
wilayah	O
Kabupaten	PLACE
Lebak	PLACE
dalam	O
perkembangan	O
selanjutnya	O
sebagaimana	O
tertuang	O
dalam	O
Staatsblad	O
nomor	O
226	O
tahun	O
1828	O
,	O
Staatsblad	O
nomor	O
381	O
tahun	O
1925	O
dan	O
Undang-undang	O
nomor	O
14	O
tahun	O
1950	O
,	O
merupakan	O
wilayah	O
Kabupaten	PLACE
Lebak	PLACE
sebagaimana	O
adanya	O
saat	O
ini	O
.	O

Sedangkan	O
di	O
selatan	O
terdapat	O
Gunung	O
Patuha	O
-LRB-	O
2.334	O
m	O
-RRB-	O
,	O
Gunung	PLACE
Malabar	PLACE
-LRB-	O
2.321	O
m	O
-RRB-	O
,	O
serta	O
Gunung	PLACE
Papandayan	PLACE
-LRB-	O
